Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )
Q5R387	PA2GC_HUMAN	reviewed	Putative inactive group IIC secretory phospholipase A2 (Phosphatidylcholine 2-acylhydrolase-like protein GIIC)	Homo sapiens (Human)	149	PLA2G2C
P18509	PACA_HUMAN	reviewed	Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	Homo sapiens (Human)	176	ADCYAP1
P05120	PAI2_HUMAN	reviewed	Plasminogen activator inhibitor 2 (PAI-2) (Monocyte Arg-serpin) (Placental plasminogen activator inhibitor) (Serpin B2) (Urokinase inhibitor)	Homo sapiens (Human)	415	SERPINB2
B3GLJ2	PATE3_HUMAN	reviewed	Prostate and testis expressed protein 3 (Acrosomal vesicle protein HEL-127) (PATE-like protein DJ) (PATE-DJ)	Homo sapiens (Human)	98	PATE3
Q6IE36	OVOS2_HUMAN	reviewed	Ovostatin homolog 2	Homo sapiens (Human)	1432	OVOS2
Q6GTS8	P20D1_HUMAN	reviewed	N-fatty-acyl-amino acid synthase/hydrolase PM20D1 (EC 3.5.1.-) (EC 4.3.-.-) (Peptidase M20 domain-containing protein 1)	Homo sapiens (Human)	502	PM20D1
O15496	PA2GX_HUMAN	reviewed	Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)	Homo sapiens (Human)	165	PLA2G10
Q15113	PCOC1_HUMAN	reviewed	Procollagen C-endopeptidase enhancer 1 (Procollagen COOH-terminal proteinase enhancer 1) (PCPE-1) (Procollagen C-proteinase enhancer 1) (Type 1 procollagen C-proteinase enhancer protein) (Type I procollagen COOH-terminal proteinase enhancer)	Homo sapiens (Human)	449	PCOLCE
Q9UHG2	PCSK1_HUMAN	reviewed	ProSAAS (Proprotein convertase subtilisin/kexin type 1 inhibitor) (Proprotein convertase 1 inhibitor) (pro-SAAS) [Cleaved into: KEP; Big SAAS (b-SAAS); Little SAAS (l-SAAS) (N-proSAAS); Big PEN-LEN (b-PEN-LEN) (SAAS CT(1-49)); PEN; Little LEN (l-LEN); Big LEN (b-LEN) (SAAS CT(25-40))]	Homo sapiens (Human)	260	PCSK1N
P29122	PCSK6_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 6 (EC 3.4.21.-) (Paired basic amino acid cleaving enzyme 4) (Subtilisin-like proprotein convertase 4) (SPC4) (Subtilisin/kexin-like protease PACE4)	Homo sapiens (Human)	969	PCSK6
Q9NRA1	PDGFC_HUMAN	reviewed	Platelet-derived growth factor C (PDGF-C) (Fallotein) (Spinal cord-derived growth factor) (SCDGF) (VEGF-E) [Cleaved into: Platelet-derived growth factor C, latent form (PDGFC latent form); Platelet-derived growth factor C, receptor-binding form (PDGFC receptor-binding form)]	Homo sapiens (Human)	345	PDGFC
Q96GW7	PGCB_HUMAN	reviewed	Brevican core protein (Brain-enriched hyaluronan-binding protein) (BEHAB) (Chondroitin sulfate proteoglycan 7)	Homo sapiens (Human)	911	BCAN
Q96QU1	PCD15_HUMAN	reviewed	Protocadherin-15	Homo sapiens (Human)	1955	PCDH15
P01213	PDYN_HUMAN	reviewed	Proenkephalin-B (Beta-neoendorphin-dynorphin) (Preprodynorphin) [Cleaved into: Alpha-neoendorphin; Beta-neoendorphin; Big dynorphin (Big Dyn); Dynorphin A(1-17) (Dyn-A17) (Dynorphin A); Dynorphin A(1-13); Dynorphin A(1-8); Leu-enkephalin; Rimorphin (Dynorphin B) (Dyn-B) (Dynorphin B(1-13)); Leumorphin (Dynorphin B-29)]	Homo sapiens (Human)	254	PDYN
Q5EBL8	PDZ11_HUMAN	reviewed	PDZ domain-containing protein 11 (ATPase-interacting PDZ protein) (Plasma membrane calcium ATPase-interacting single-PDZ protein) (PMCA-interacting single-PDZ protein)	Homo sapiens (Human)	140	PDZD11
P01210	PENK_HUMAN	reviewed	Proenkephalin-A [Cleaved into: Synenkephalin; Met-enkephalin (Opioid growth factor) (OGF); PENK(114-133); PENK(143-183); Met-enkephalin-Arg-Gly-Leu; Leu-enkephalin; PENK(237-258); Met-enkephalin-Arg-Phe]	Homo sapiens (Human)	267	PENK
P20142	PEPC_HUMAN	reviewed	Gastricsin (EC 3.4.23.3) (Pepsinogen C)	Homo sapiens (Human)	388	PGC
Q9BX93	PG12B_HUMAN	reviewed	Group XIIB secretory phospholipase A2-like protein (Group XIII secretory phospholipase A2-like protein) (GXIII sPLA2-like) (sPLA2-GXIIB) (GXIIB)	Homo sapiens (Human)	195	PLA2G12B
Q9Y5I3	PCDA1_HUMAN	reviewed	Protocadherin alpha-1 (PCDH-alpha-1)	Homo sapiens (Human)	950	PCDHA1
Q9GZP0	PDGFD_HUMAN	reviewed	Platelet-derived growth factor D (PDGF-D) (Iris-expressed growth factor) (Spinal cord-derived growth factor B) (SCDGF-B) [Cleaved into: Platelet-derived growth factor D, latent form (PDGFD latent form); Platelet-derived growth factor D, receptor-binding form (PDGFD receptor-binding form)]	Homo sapiens (Human)	370	PDGFD
P0DJD9	PEPA5_HUMAN	reviewed	Pepsin A-5 (EC 3.4.23.1) (Pepsinogen-5)	Homo sapiens (Human)	388	PGA5
Q9NZ20	PA2G3_HUMAN	reviewed	Group 3 secretory phospholipase A2 (EC 3.1.1.4) (Group III secretory phospholipase A2) (GIII sPLA2) (sPLA2-III) (Phosphatidylcholine 2-acylhydrolase 3)	Homo sapiens (Human)	509	PLA2G3
Q8WXA2	PATE1_HUMAN	reviewed	Prostate and testis expressed protein 1	Homo sapiens (Human)	126	PATE1
P0C8F1	PATE4_HUMAN	reviewed	Prostate and testis expressed protein 4 (PATE-like protein B) (PATE-B)	Homo sapiens (Human)	98	PATE4
Q9UN73	PCDA6_HUMAN	reviewed	Protocadherin alpha-6 (PCDH-alpha-6)	Homo sapiens (Human)	950	PCDHA6
Q8NBP7	PCSK9_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	Homo sapiens (Human)	692	PCSK9
Q6UXH9	PAMR1_HUMAN	reviewed	Inactive serine protease PAMR1 (Peptidase domain-containing protein associated with muscle regeneration 1) (Regeneration-associated muscle protease homolog)	Homo sapiens (Human)	720	PAMR1
P04085	PDGFA_HUMAN	reviewed	Platelet-derived growth factor subunit A (PDGF subunit A) (PDGF-1) (Platelet-derived growth factor A chain) (Platelet-derived growth factor alpha polypeptide)	Homo sapiens (Human)	211	PDGFA
P01127	PDGFB_HUMAN	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin)	Homo sapiens (Human)	241	PDGFB
P0DJD7	PEPA4_HUMAN	reviewed	Pepsin A-4 (EC 3.4.23.1) (Pepsinogen-4)	Homo sapiens (Human)	388	PGA4
Q92824	PCSK5_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 5 (EC 3.4.21.-) (Proprotein convertase 5) (PC5) (Proprotein convertase 6) (PC6) (hPC6) (Subtilisin/kexin-like protease PC5)	Homo sapiens (Human)	1860	PCSK5
Q8WUM4	PDC6I_HUMAN	reviewed	Programmed cell death 6-interacting protein (PDCD6-interacting protein) (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95)	Homo sapiens (Human)	868	PDCD6IP
Q13219	PAPP1_HUMAN	reviewed	Pappalysin-1 (EC 3.4.24.79) (Insulin-like growth factor-dependent IGF-binding protein 4 protease) (IGF-dependent IGFBP-4 protease) (IGFBP-4ase) (Pregnancy-associated plasma protein A) (PAPP-A)	Homo sapiens (Human)	1627	PAPPA
Q9Y5I2	PCDAA_HUMAN	reviewed	Protocadherin alpha-10 (PCDH-alpha-10)	Homo sapiens (Human)	948	PCDHA10
Q8NBM8	PCYXL_HUMAN	reviewed	Prenylcysteine oxidase-like (EC 1.8.3.-)	Homo sapiens (Human)	494	PCYOX1L
Q9BQ51	PD1L2_HUMAN	reviewed	Programmed cell death 1 ligand 2 (PD-1 ligand 2) (PD-L2) (PDCD1 ligand 2) (Programmed death ligand 2) (Butyrophilin B7-DC) (B7-DC) (CD antigen CD273)	Homo sapiens (Human)	273	PDCD1LG2
P02818	OSTCN_HUMAN	reviewed	Osteocalcin (Bone Gla protein) (BGP) (Gamma-carboxyglutamic acid-containing protein)	Homo sapiens (Human)	100	BGLAP
P10451	OSTP_HUMAN	reviewed	Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin)	Homo sapiens (Human)	314	SPP1
Q7RTZ1	OVCH2_HUMAN	reviewed	Ovochymase-2 (EC 3.4.21.-) (Oviductin)	Homo sapiens (Human)	564	OVCH2
Q8NCC3	PAG15_HUMAN	reviewed	Group XV phospholipase A2 (EC 2.3.1.-) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2)	Homo sapiens (Human)	412	PLA2G15
P01298	PAHO_HUMAN	reviewed	Pancreatic prohormone (Pancreatic polypeptide) (PP) (Obinepitide) [Cleaved into: Pancreatic hormone (PH); Pancreatic icosapeptide (PI)]	Homo sapiens (Human)	95	PPY
P05121	PAI1_HUMAN	reviewed	Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1)	Homo sapiens (Human)	402	SERPINE1
Q13519	PNOC_HUMAN	reviewed	Prepronociceptin [Cleaved into: Nocistatin; Nociceptin (Orphanin FQ) (PPNOC); Orphanin FQ2]	Homo sapiens (Human)	176	PNOC
Q6PEZ8	PONL1_HUMAN	reviewed	Podocan-like protein 1	Homo sapiens (Human)	512	PODNL1
P15309	PPAP_HUMAN	reviewed	Prostatic acid phosphatase (PAP) (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (Thiamine monophosphatase) (TMPase) [Cleaved into: PAPf39]	Homo sapiens (Human)	386	ACPP
P02812	PRB2_HUMAN	reviewed	Basic salivary proline-rich protein 2 (Salivary proline-rich protein) (Con1 glycoprotein) [Cleaved into: Basic proline-rich peptide IB-1; Basic proline-rich peptide P-E (IB-9); Basic proline-rich peptide IB-7; Basic proline-rich peptide IB-8c (Basic peptide P-F); Basic proline-rich peptide IB-4]	Homo sapiens (Human)	416	PRB2
Q13162	PRDX4_HUMAN	reviewed	Peroxiredoxin-4 (EC 1.11.1.15) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372)	Homo sapiens (Human)	271	PRDX4
O43692	PI15_HUMAN	reviewed	Peptidase inhibitor 15 (PI-15) (25 kDa trypsin inhibitor) (p25TI) (Cysteine-rich secretory protein 8) (CRISP-8) (SugarCrisp)	Homo sapiens (Human)	258	PI15
Q9UKJ1	PILRA_HUMAN	reviewed	Paired immunoglobulin-like type 2 receptor alpha (Cell surface receptor FDF03) (Inhibitory receptor PILR-alpha)	Homo sapiens (Human)	303	PILRA
Q5JTB6	PLAC9_HUMAN	reviewed	Placenta-specific protein 9	Homo sapiens (Human)	97	PLAC9
Q15195	PLGA_HUMAN	reviewed	Plasminogen-like protein A (Plasminogen-like protein A1) (Plasminogen-related protein A)	Homo sapiens (Human)	96	PLGLA
P00747	PLMN_HUMAN	reviewed	Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]	Homo sapiens (Human)	810	PLG
A6NC86	PINLY_HUMAN	reviewed	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein	Homo sapiens (Human)	204	PINLYP
Q5K4E3	POLS2_HUMAN	reviewed	Polyserase-2 (EC 3.4.21.-) (Polyserine protease 2) (Serine protease 36)	Homo sapiens (Human)	855	PRSS36
Q15166	PON3_HUMAN	reviewed	Serum paraoxonase/lactonase 3 (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1)	Homo sapiens (Human)	354	PON3
P50897	PPT1_HUMAN	reviewed	Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	Homo sapiens (Human)	306	PPT1
Q504Y2	PKDCC_HUMAN	reviewed	Extracellular tyrosine-protein kinase PKDCC (EC 2.7.10.2) (Protein kinase domain-containing protein, cytoplasmic) (Protein kinase-like protein SgK493) (Sugen kinase 493) (Vertebrate lonesome kinase)	Homo sapiens (Human)	493	PKDCC
Q02325	PLGB_HUMAN	reviewed	Plasminogen-like protein B (Plasminogen-related protein B)	Homo sapiens (Human)	96	PLGLB1; PLGLB2
P01833	PIGR_HUMAN	reviewed	Polymeric immunoglobulin receptor (PIgR) (Poly-Ig receptor) (Hepatocellular carcinoma-associated protein TB6) [Cleaved into: Secretory component]	Homo sapiens (Human)	764	PIGR
Q7Z5L7	PODN_HUMAN	reviewed	Podocan	Homo sapiens (Human)	613	PODN
P27169	PON1_HUMAN	reviewed	Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)	Homo sapiens (Human)	355	PON1
Q15063	POSTN_HUMAN	reviewed	Periostin (PN) (Osteoblast-specific factor 2) (OSF-2)	Homo sapiens (Human)	836	POSTN
Q53H76	PLA1A_HUMAN	reviewed	Phospholipase A1 member A (EC 3.1.1.-) (Phosphatidylserine-specific phospholipase A1) (PS-PLA1)	Homo sapiens (Human)	456	PLA1A
Q13018	PLA2R_HUMAN	reviewed	Secretory phospholipase A2 receptor (PLA2-R) (PLA2R) (180 kDa secretory phospholipase A2 receptor) (C-type lectin domain family 13 member C) (M-type receptor) [Cleaved into: Soluble secretory phospholipase A2 receptor (Soluble PLA2-R) (Soluble PLA2R)]	Homo sapiens (Human)	1463	PLA2R1
Q6UXB8	PI16_HUMAN	reviewed	Peptidase inhibitor 16 (PI-16) (Cysteine-rich secretory protein 9) (CRISP-9) (PSP94-binding protein)	Homo sapiens (Human)	463	PI16
Q96NZ9	PRAP1_HUMAN	reviewed	Proline-rich acidic protein 1 (Epididymis tissue protein Li 178) (Uterine-specific proline-rich acidic protein)	Homo sapiens (Human)	151	PRAP1
P16471	PRLR_HUMAN	reviewed	Prolactin receptor (PRL-R)	Homo sapiens (Human)	622	PRLR
Q86SH4	PRNT_HUMAN	reviewed	Putative testis-specific prion protein (Protein M8)	Homo sapiens (Human)	94	PRNT
A4D1T9	PRS37_HUMAN	reviewed	Probable inactive serine protease 37 (Probable inactive trypsin-X2)	Homo sapiens (Human)	235	PRSS37
Q7Z5A4	PRS42_HUMAN	reviewed	Serine protease 42 (EC 3.4.21.-) (Testis serine protease 2)	Homo sapiens (Human)	293	PRSS42
A8MTI9	PRS47_HUMAN	reviewed	Putative serine protease 47 (EC 3.4.21.-)	Homo sapiens (Human)	375	PRSS47
Q9UIG4	PS1C2_HUMAN	reviewed	Psoriasis susceptibility 1 candidate gene 2 protein (Protein SPR1)	Homo sapiens (Human)	136	PSORS1C2
P40967	PMEL_HUMAN	reviewed	Melanocyte protein PMEL (ME20-M) (ME20M) (Melanocyte protein Pmel 17) (Melanocytes lineage-specific antigen GP100) (Melanoma-associated ME20 antigen) (P1) (P100) (Premelanosome protein) (Silver locus protein homolog) [Cleaved into: M-alpha (95 kDa melanocyte-specific secreted glycoprotein) (P26) (Secreted melanoma-associated ME20 antigen) (ME20-S) (ME20S); M-beta]	Homo sapiens (Human)	661	PMEL
P51888	PRELP_HUMAN	reviewed	Prolargin (Proline-arginine-rich end leucine-rich repeat protein)	Homo sapiens (Human)	382	PRELP
P13727	PRG2_HUMAN	reviewed	Bone marrow proteoglycan (BMPG) (Proteoglycan 2) [Cleaved into: Eosinophil granule major basic protein (EMBP) (MBP) (Pregnancy-associated major basic protein)]	Homo sapiens (Human)	222	PRG2
P58294	PROK1_HUMAN	reviewed	Prokineticin-1 (Endocrine-gland-derived vascular endothelial growth factor) (EG-VEGF) (Mambakine)	Homo sapiens (Human)	105	PROK1
Q99935	PROL1_HUMAN	reviewed	Opiorphin prepropeptide (Basic proline-rich lacrimal protein) (Proline-rich protein 1) (PRL1) [Cleaved into: Opiorphin]	Homo sapiens (Human)	248	OPRPN
Q6MZM9	PRR27_HUMAN	reviewed	Proline-rich protein 27	Homo sapiens (Human)	219	PRR27
P27918	PROP_HUMAN	reviewed	Properdin (Complement factor P)	Homo sapiens (Human)	469	CFP
Q8NF86	PRS33_HUMAN	reviewed	Serine protease 33 (EC 3.4.21.-) (Serine protease EOS)	Homo sapiens (Human)	280	PRSS33
Q6UWY2	PRS57_HUMAN	reviewed	Serine protease 57 (EC 3.4.21.-) (Neutrophil serine protease 4) (NSP4) (Serine protease 1-like protein 1)	Homo sapiens (Human)	283	PRSS57
P81277	PRRP_HUMAN	reviewed	Prolactin-releasing peptide (PrRP) (Prolactin-releasing hormone) [Cleaved into: Prolactin-releasing peptide PrRP31; Prolactin-releasing peptide PrRP20]	Homo sapiens (Human)	87	PRLH
A1L453	PRS38_HUMAN	reviewed	Serine protease 38 (EC 3.4.21.-) (Marapsin-2)	Homo sapiens (Human)	326	PRSS38
Q16651	PRSS8_HUMAN	reviewed	Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]	Homo sapiens (Human)	343	PRSS8
O95428	PPN_HUMAN	reviewed	Papilin	Homo sapiens (Human)	1278	PAPLN
P04280	PRP1_HUMAN	reviewed	Basic salivary proline-rich protein 1 (Salivary proline-rich protein) [Cleaved into: Proline-rich peptide II-2; Basic peptide IB-6; Peptide P-H]	Homo sapiens (Human)	392	PRB1
Q9BQR3	PRS27_HUMAN	reviewed	Serine protease 27 (EC 3.4.21.-) (Marapsin) (Pancreasin)	Homo sapiens (Human)	290	PRSS27
P04070	PROC_HUMAN	reviewed	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide]	Homo sapiens (Human)	461	PROC
Q6PEW0	PRS54_HUMAN	reviewed	Inactive serine protease 54 (Cancer/testis antigen 67) (CT67) (Plasma kallikrein-like protein 4)	Homo sapiens (Human)	395	PRSS54
Q8IYP2	PRS58_HUMAN	reviewed	Serine protease 58 (EC 3.4.21.4) (Trypsin-X3)	Homo sapiens (Human)	241	PRSS58
Q5JQD4	PYY3_HUMAN	reviewed	Putative peptide YY-3 (Putative peptide YY3) (PYY-III)	Homo sapiens (Human)	70	PYY3
P10082	PYY_HUMAN	reviewed	Peptide YY (PYY) (PYY-I) (Peptide tyrosine tyrosine) [Cleaved into: Peptide YY(3-36) (PYY-II)]	Homo sapiens (Human)	97	PYY
Q9HD89	RETN_HUMAN	reviewed	Resistin (Adipose tissue-specific secretory factor) (ADSF) (C/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein) (Cysteine-rich secreted protein A12-alpha-like 2) (Cysteine-rich secreted protein FIZZ3)	Homo sapiens (Human)	108	RETN
Q15109	RAGE_HUMAN	reviewed	Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products)	Homo sapiens (Human)	404	AGER
Q99969	RARR2_HUMAN	reviewed	Retinoic acid receptor responder protein 2 (Chemerin) (RAR-responsive protein TIG2) (Tazarotene-induced gene 2 protein)	Homo sapiens (Human)	163	RARRES2
P04808	REL1_HUMAN	reviewed	Prorelaxin H1 [Cleaved into: Relaxin B chain; Relaxin A chain]	Homo sapiens (Human)	185	RLN1
Q8WXF3	REL3_HUMAN	reviewed	Relaxin-3 (Insulin-like peptide INSL7) (Insulin-like peptide 7) (Prorelaxin H3) [Cleaved into: Relaxin-3 B chain; Relaxin-3 A chain]	Homo sapiens (Human)	142	RLN3
Q9UQ72	PSG11_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 11 (PS-beta-G-11) (PSBG-11) (Pregnancy-specific glycoprotein 11) (Pregnancy-specific beta-1-glycoprotein 13) (PS-beta-G-13) (PSBG-13) (Pregnancy-specific glycoprotein 13)	Homo sapiens (Human)	335	PSG11
Q00889	PSG6_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 6 (PS-beta-G-6) (PSBG-6) (Pregnancy-specific glycoprotein 6) (Pregnancy-specific beta-1-glycoprotein 10) (PS-beta-G-10) (PSBG-10) (Pregnancy-specific glycoprotein 10) (Pregnancy-specific beta-1-glycoprotein 12) (PS-beta-G-12) (PSBG-12) (Pregnancy-specific glycoprotein 12)	Homo sapiens (Human)	435	PSG6
Q00887	PSG9_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 9 (PS-beta-G-9) (PSBG-9) (Pregnancy-specific glycoprotein 9) (PS34) (Pregnancy-specific beta-1 glycoprotein B) (PS-beta-B) (Pregnancy-specific beta-1-glycoprotein 11) (PS-beta-G-11) (PSBG-11) (Pregnancy-specific glycoprotein 11) (Pregnancy-specific glycoprotein 7) (PSG7)	Homo sapiens (Human)	426	PSG9
P21246	PTN_HUMAN	reviewed	Pleiotrophin (PTN) (Heparin-binding brain mitogen) (HBBM) (Heparin-binding growth factor 8) (HBGF-8) (Heparin-binding growth-associated molecule) (HB-GAM) (Heparin-binding neurite outgrowth-promoting factor 1) (HBNF-1) (Osteoblast-specific factor 1) (OSF-1)	Homo sapiens (Human)	168	PTN
P26022	PTX3_HUMAN	reviewed	Pentraxin-related protein PTX3 (Pentaxin-related protein PTX3) (Tumor necrosis factor alpha-induced protein 5) (TNF alpha-induced protein 5) (Tumor necrosis factor-inducible gene 14 protein) (TSG-14)	Homo sapiens (Human)	381	PTX3
Q96A99	PTX4_HUMAN	reviewed	Pentraxin-4	Homo sapiens (Human)	478	PTX4
Q16557	PSG3_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 3 (PS-beta-G-3) (PSBG-3) (Pregnancy-specific glycoprotein 3) (Carcinoembryonic antigen SG5)	Homo sapiens (Human)	428	PSG3
Q13046	PSG7_HUMAN	reviewed	Putative pregnancy-specific beta-1-glycoprotein 7 (PS-beta-G-7) (PSBG-7) (Pregnancy-specific glycoprotein 7)	Homo sapiens (Human)	419	PSG7
O60542	PSPN_HUMAN	reviewed	Persephin (PSP)	Homo sapiens (Human)	156	PSPN
P41222	PTGDS_HUMAN	reviewed	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)	Homo sapiens (Human)	190	PTGDS
P10163	PRB4_HUMAN	reviewed	Basic salivary proline-rich protein 4 (Salivary proline-rich protein Po) (Parotid o protein) (Salivary proline-rich protein II-1) [Cleaved into: Protein N1; Glycosylated protein A; Peptide P-D (Proline-rich peptide IB-5)]	Homo sapiens (Human)	310	PRB4
P01236	PRL_HUMAN	reviewed	Prolactin (PRL)	Homo sapiens (Human)	227	PRL
A6NIE9	PRS29_HUMAN	reviewed	Putative serine protease 29 (EC 3.4.21.-) (Implantation serine proteinase 2-like protein) (ISP2-like protein)	Homo sapiens (Human)	313	PRSS29P
Q8N3Z0	PRS35_HUMAN	reviewed	Inactive serine protease 35	Homo sapiens (Human)	413	PRSS35
P11464	PSG1_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 1 (PS-beta-G-1) (PSBG-1) (Pregnancy-specific glycoprotein 1) (CD66 antigen-like family member F) (Fetal liver non-specific cross-reactive antigen 1/2) (FL-NCA-1/2) (PSG95) (Pregnancy-specific beta-1 glycoprotein C/D) (PS-beta-C/D) (CD antigen CD66f)	Homo sapiens (Human)	419	PSG1
Q00888	PSG4_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 4 (PS-beta-G-4) (PSBG-4) (Pregnancy-specific glycoprotein 4) (Pregnancy-specific beta-1-glycoprotein 9) (PS-beta-G-9) (PSBG-9) (Pregnancy-specific glycoprotein 9)	Homo sapiens (Human)	419	PSG4
P12272	PTHR_HUMAN	reviewed	Parathyroid hormone-related protein (PTH-rP) (PTHrP) (Parathyroid hormone-like protein) (PLP) [Cleaved into: PTHrP[1-36]; PTHrP[38-94]; Osteostatin (PTHrP[107-139])]	Homo sapiens (Human)	177	PTHLH
Q9HC23	PROK2_HUMAN	reviewed	Prokineticin-2 (PK2) (Protein Bv8 homolog)	Homo sapiens (Human)	129	PROK2
Q16378	PROL4_HUMAN	reviewed	Proline-rich protein 4 (Lacrimal proline-rich protein) (Nasopharyngeal carcinoma-associated proline-rich protein 4)	Homo sapiens (Human)	134	PRR4
P07225	PROS_HUMAN	reviewed	Vitamin K-dependent protein S	Homo sapiens (Human)	676	PROS1
P22891	PROZ_HUMAN	reviewed	Vitamin K-dependent protein Z	Homo sapiens (Human)	400	PROZ
P02810	PRPC_HUMAN	reviewed	Salivary acidic proline-rich phosphoprotein 1/2 (Db-s) (PRP-1/PRP-2) (Parotid acidic protein) (Pa) (Parotid double-band protein) (Parotid isoelectric focusing variant protein) (PIF-S) (Parotid proline-rich protein 1/2) (Pr1/Pr2) (Protein C) [Cleaved into: Salivary acidic proline-rich phosphoprotein 1/2; Salivary acidic proline-rich phosphoprotein 3/4 (Db-F) (PIF-F) (PRP-3/PRP-4) (Protein A); Peptide P-C]	Homo sapiens (Human)	166	PRH1; PRH2
P11686	PSPC_HUMAN	reviewed	Pulmonary surfactant-associated protein C (SP-C) (Pulmonary surfactant-associated proteolipid SPL(Val)) (SP5)	Homo sapiens (Human)	197	SFTPC
P62937	PPIA_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]	Homo sapiens (Human)	165	PPIA
Q04118	PRB3_HUMAN	reviewed	Basic salivary proline-rich protein 3 (Parotid salivary glycoprotein G1) (Proline-rich protein G1)	Homo sapiens (Human)	309	PRB3
